Ownership,Fund,,Vidhan Sabha,,Mandal,,Panchayat,,Project Details,,Recommended Amount,,Recommended Year,,Project Status
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Tati Jhariya,,Panchayat : Dharampur,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Sukar Ram's house to Nago Ram's house in village Dharampur.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Tati Jhariya,,Panchayat : Dharampur,,Project Details / Work Done / Welfare Scheme : Deepening of Dudiabad pond in village Khambhwa.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Tati Jhariya,,Panchayat : Dharampur,,Project Details / Work Done / Welfare Scheme : Deepening of Badki canal in Hardiya Tola in village Chiruwa.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 103 Anganwadi centers,,1795747,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Tati Jhariya,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 103 Anganwadi centers,,1795747,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 103 Anganwadi centers,,1795747,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : Huvag,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Bajrang Bali temple to Satyanarayan Tiwari's house in village Patrangi.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : Balsagra,,Project Details / Work Done / Welfare Scheme : Construction of PCC path from Radhu Prajapati's house to Mahavir Prajapati's house in village Kumhar Tola.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : Balsagra,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Patel Club to Devi Mandap in village Balasgara.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 103 Anganwadi centers,,1795747,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : Jobar,,Project Details / Work Done / Welfare Scheme : Deep boring on the land of Narayan Mahato's father late Kewal Mahato in village Uchhadhana.,,"1,99,800",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : Chedra,,"Project Details / Work Done / Welfare Scheme : Construction of ghat on both sides of Jamunia river near Sun Temple in Panchayat Chedra, village Chedra.",,"12,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : Kargalo,,Project Details / Work Done / Welfare Scheme : Construction of deep boring near the house of Sahadev Das in village Kargalo Harijan Tola.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 84 Anganwadi centers,,1464493,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Tati Jhariya,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 84 Anganwadi centers,,1464493,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 84 Anganwadi centers,,1464493,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 84 Anganwadi centers,,1464493,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : Balsagra,,Project Details / Work Done / Welfare Scheme : Construction of drain from Vakil Kumar Mahato's house to Bablu Mahato's house in village Balasgara.,,"2,00,000",,Recommended Year / Year of Completion : 2020,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : Balsagra,,Project Details / Work Done / Welfare Scheme : Deepening and widening work of Bhurkunda pond in Sharma Tola in Panchayat Balasgara of Dadi block.,,"9,00,000",,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : Kargalo,,Project Details / Work Done / Welfare Scheme : Construction of deep boring in the settlement below village Kargalon Harijan Tola.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : रबोध,,"Project Details / Work Done / Welfare Scheme : In place of deepening and widening of Guria pond of Ramswaroop Singh in Rabodh Gram Panchayat of Dadi Block, deepening and widening of Guria Pond in Rabodh Gram Panchayat of Dadi Block.",,"6,00,000",,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : Bishnugarh,,Project Details / Work Done / Welfare Scheme : Installation of Salar high mast light at Seven Mile Mod Chowk of Vishnugarh block.,,"3,75,000",,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : Bishnugarh,,Project Details / Work Done / Welfare Scheme : Construction of welcome gate on Banason road at 07 mile turn under Vishnugarh block.,,"15,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : Rabodh,,Project Details / Work Done / Welfare Scheme : Construction of cultural building near the house of Gulchand Mahato in Tola Royang in Panchayat Rabodh village Kodve.,,"3,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Upgradation work of Health Sub Center, Balasgara of Dadi Block.",,1159400,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Upgradation work of Health Sub Center, Hesalong of Dadi Block.",,1982350,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : Kanki,,"Project Details / Work Done / Welfare Scheme : Construction of ghat in the pond in Panchayat Kanki, Village Hosir.",,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : Bedahariara,,"Project Details / Work Done / Welfare Scheme : Construction of PCC road from Arun Kumar Sinha's house in Panchayat Bedahariara, village Ramua via Bipin Sinha's house to Bauliaganj in front of Doman Gupta's house.",,"1,25,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Upgradation work of Health Sub Center, Dadi of Dadi Block.",,2413700,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Tati Jhariya,,Panchayat : Dharampur,,Project Details / Work Done / Welfare Scheme : Construction of bath house and ghat in Khambhwa canal in village Khambhwa.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : Jobar,,Project Details / Work Done / Welfare Scheme : Deepening and beautification of Purva Ghoghri pond in village Uchhadhana.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : Saraiya,,Project Details / Work Done / Welfare Scheme : Construction of PCC path from Dhanshyam Mahato's house to the pond in village Saraiya Tand.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : Charhi,,Project Details / Work Done / Welfare Scheme : Deepening and beautification of the pond behind village Charhi Birsa ground.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : Balsagra,,Project Details / Work Done / Welfare Scheme : Construction and beautification of ghat in village Balasgara pond.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Tati Jhariya,,Panchayat : Dharampur,,Project Details / Work Done / Welfare Scheme : Construction of bath house and ghat in Khambhwa Dam in village Khambhwa.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : Vedahariara,,Project Details / Work Done / Welfare Scheme : Construction of Pebhar block from Chhotan Sav's house to the ghat in village Ramua.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Tati Jhariya,,Panchayat : Dharampur,,Project Details / Work Done / Welfare Scheme : Construction of bathing house and ghat in the pond near Shiv temple in village Dharampur.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Mandu,,Panchayat : Kujju South,,Project Details / Work Done / Welfare Scheme : Purchase of two computer sets and ten sewing machines for providing training to women in Ujjwala Foundation.,,"2,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Mandu,,Panchayat : Kujju South,,Project Details / Work Done / Welfare Scheme : Construction of cremation shed and staircase on the banks of Chautha river in southern village Kujju (Hesagadha).,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Building repair work of Marshall Primary Weavers Co-operation Committee Ltd., Kajri.",,1376300,,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Mandu,,Panchayat : Manjhlachumba,,Project Details / Work Done / Welfare Scheme : Construction of ghat in village Chhotka Chumba government pond.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Mandu,,Panchayat : Nawadih,,Project Details / Work Done / Welfare Scheme : Construction of pond in the land of village Nawadih Bihari Mahato.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Mandu,,Panchayat : Kedala North,,Project Details / Work Done / Welfare Scheme : Beautification of Bhar Giri pond in village Digwar Kanoda Gadha.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Mandu,,Panchayat : Kujju South,,Project Details / Work Done / Welfare Scheme : Construction of bathing ghat in the pond of village Kujju Murpa Kauleshwar Mahato.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Mandu,,Panchayat : Sondiha,,Project Details / Work Done / Welfare Scheme : Construction of ghat on the south side of village Bhadwa pond.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : Balsagra,,Project Details / Work Done / Welfare Scheme : Construction of ghat in the pond in Gram Panchayat Balasgara.,,"6,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Tati Jhariya,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : (Path 200 meters and guardwall 150 meters),,9344300,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of PCC path from Jaylal Mahato's house to Anganwadi center in village Bandkhars of Panchayat Jobar under Vishnugarh block. (240 feet),,761300,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of a road from Deepak Singh's house to Jodhi Ganjhu's house in village Rabodh.,,9989800,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : PCC from Bokaro river to Nandlal Mahato's house in Tola-Tarvatand of village-Basadih of Panchayat Indra-06. Path construction.,,9838300,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Dadi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from Religadha East Panchayat Bhawan through hill to Kendua Tola.,,15939960,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Churchu,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of paved road from the house of Karmabedha Shankar Murmu of village Indra to Fauji Hotel NH-33.,,11112970,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Mandu,,Mandal:Bishnugarh,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Construction of PCC path and guardwall from Kubri Aam to Chaparwa in village Jamni Jara of Gram Panchayat, Nagi.",,9451034,,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Cantonment Board,,Panchayat : Ward No. 8,,Project Details / Work Done / Welfare Scheme : Construction of a cultural building next to Ramgarh Mahila College located at Ward No. 08 Bijulia Talab Road of Ramgarh Cantonment Board.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Ramgarh City Council,,Panchayat : Chhutuva,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Balrud Bedia's house to the railway line in village Ghutwa.,,"2,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Cantonment Board,,Panchayat : Ward No. 3,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Dhamendra Pasi's house to Damodar River in Ward No. 03 of Ramgarh Cantonment Council.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Cantonment Board,,Panchayat : Ward No. 6,,Project Details / Work Done / Welfare Scheme : Construction of PCC path from Om Prakash Chauhan's house to Dr. Aarti Dipti's house near Ramgarh block in Ward No. 06 of Ramgarh Cantonment Council.,,"4,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Cantonment Board,,Panchayat : Ward No. 8,,Project Details / Work Done / Welfare Scheme : Construction of marriage hall in Patel Dharamshala in Ward No. 08 of Ramgarh Cantonment Council.,,"10,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Ramgarh Gramin,,Panchayat : Kundru Kala,,Project Details / Work Done / Welfare Scheme : Construction of drain from the house of village Kundrukala Pradeep Kumar Mehta to Kurmi pond.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Ramgarh City Council,,Panchayat : Digwar,,"Project Details / Work Done / Welfare Scheme : ""Beautification of Bhargiri pond in village Digwar Kanoda Gadha.""",,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Dulmi,,Panchayat : Soso,,Project Details / Work Done / Welfare Scheme : Construction of ghat in Gam Dhutuwa drain.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Chitarpur,,Panchayat : Marangmarcha,,Project Details / Work Done / Welfare Scheme : Construction of a pond in the land of village Marangmarcha Azad Shatru Singh.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Gola,,Panchayat : Banda,,Project Details / Work Done / Welfare Scheme : Construction of ghat in the river next to village Murpa check dam.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Gola,,Panchayat : Nawadih,,Project Details / Work Done / Welfare Scheme : Construction of pond in village Nawadih Tola Puswadih.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Ramgarh City Council,,Panchayat : Bongabar,,Project Details / Work Done / Welfare Scheme : Deepening and beautification of village Bongabar Bhogta pond.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Ramgarh Gramin,,Panchayat : Kundru Kala,,Project Details / Work Done / Welfare Scheme : Construction of a pond in the land of Fulchand Mahato in Tola Nawadih.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Dulmi,,Panchayat : Ichatu,,Project Details / Work Done / Welfare Scheme : Construction of ghat in village Jamsingh pond.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Chitarpur,,Panchayat : Chitarpur North,,Project Details / Work Done / Welfare Scheme : Construction of PCC path from Arjun Ram's house to Sanjay Chaurasia's house.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Gola,,Panchayat : Bariyatu,,Project Details / Work Done / Welfare Scheme : Deepening and beautification of the pond located in the mango orchard of village Kamta Vijay Kumar Ojha.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Gola,,Panchayat : Barlanga,,Project Details / Work Done / Welfare Scheme : Deepening of village Barlanga Pakhana Ghat pond.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Ramgarh City Council,,Panchayat : Sevata,,Project Details / Work Done / Welfare Scheme : Deepening and beautification of the pond of village Sevata Mahadev Munda.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
